 ;AAA;Current boundaries as at ;    ;20130111                 ; ;                         ;    ;
V;FED;SYNDAL                   ;3149;BRUCE                    ;Y;GLEN WAVERLEY            ;3150;
V;FED;SYNDAL EAST              ;3150;BRUCE                    ;Y;GLEN WAVERLEY            ;3150;
V;FED;TABBERABBERA             ;3875;GIPPSLAND                ;N;                         ;    ;
V;FED;TABILK                   ;3607;MURRAY                   ;N;                         ;    ;
V;FED;TABOR                    ;3289;WANNON                   ;N;                         ;    ;
V;FED;TAGGERTY                 ;3714;INDI                     ;N;                         ;    ;
V;FED;TAHARA                   ;3301;WANNON                   ;N;                         ;    ;
V;FED;TAHARA BRIDGE            ;3315;WANNON                   ;N;                         ;    ;
V;FED;TAHARA WEST              ;3310;WANNON                   ;N;                         ;    ;
V;FED;TALBOT                   ;3371;WANNON                   ;N;                         ;    ;
V;FED;TALGARNO                 ;3691;INDI                     ;N;                         ;    ;
V;FED;TALLANDOON               ;3701;INDI                     ;N;                         ;    ;
V;FED;TALLANGATTA              ;3700;INDI                     ;N;                         ;    ;
V;FED;TALLANGATTA EAST         ;3700;INDI                     ;N;                         ;    ;
V;FED;TALLANGATTA SOUTH        ;3701;INDI                     ;N;                         ;    ;
V;FED;TALLANGATTA VALLEY       ;3701;INDI                     ;N;                         ;    ;
V;FED;TALLAROOK                ;3659;MCEWEN                   ;N;                         ;    ;
V;FED;TALLYGAROOPNA            ;3634;MURRAY                   ;N;                         ;    ;
V;FED;TAMBO CROSSING           ;3893;GIPPSLAND                ;N;                         ;    ;
V;FED;TAMBO UPPER              ;3885;GIPPSLAND                ;N;                         ;    ;
V;FED;TAMBOON                  ;3890;GIPPSLAND                ;N;                         ;    ;
V;FED;TAMBORITHA               ;3858;GIPPSLAND                ;N;                         ;    ;
V;FED;TAMINICK                 ;3675;INDI                     ;N;                         ;    ;
V;FED;TAMLEUGH                 ;3669;MURRAY                   ;N;                         ;    ;
V;FED;TAMLEUGH NORTH           ;3669;MURRAY                   ;N;                         ;    ;
V;FED;TANDAROOK                ;3260;WANNON                   ;N;                         ;    ;
V;FED;TANDAROOK SOUTH          ;3260;WANNON                   ;Y;COBDEN                   ;3266;
V;FED;TANDARRA                 ;3571;MURRAY                   ;N;                         ;    ;
V;FED;TANGAMBALANGA            ;3691;INDI                     ;N;                         ;    ;
V;FED;TANJIL                   ;3825;MCMILLAN                 ;N;                         ;    ;
V;FED;TANJIL BREN              ;3833;MCMILLAN                 ;N;                         ;    ;
V;FED;TANJIL SOUTH             ;3825;MCMILLAN                 ;N;                         ;    ;
V;FED;TANTARABOO               ;3764;MCEWEN                   ;N;                         ;    ;
V;FED;TANWOOD                  ;3478;WANNON                   ;N;                         ;    ;
V;FED;TANYBRYN                 ;3249;CORANGAMITE              ;N;                         ;    ;
V;FED;TARADALE                 ;3447;BALLARAT                 ;N;                         ;    ;
V;FED;TARADALE                 ;3447;BENDIGO                  ;N;                         ;    ;
V;FED;TARCOMBE                 ;3666;MCEWEN                   ;N;                         ;    ;
V;FED;TARCOMBE                 ;3666;MURRAY                   ;N;                         ;    ;
V;FED;TARILTA                  ;3451;BALLARAT                 ;N;                         ;    ;
V;FED;TARILTA                  ;3451;BENDIGO                  ;N;                         ;    ;
V;FED;TARNAGULLA               ;3551;BENDIGO                  ;N;                         ;    ;
V;FED;TARNEIT                  ;3029;LALOR                    ;N;                         ;    ;
V;FED;TARNOOK                  ;3670;INDI                     ;N;                         ;    ;
V;FED;TAROON                   ;3265;WANNON                   ;N;                         ;    ;
V;FED;TARRA VALLEY             ;3971;GIPPSLAND                ;N;                         ;    ;
V;FED;TARRAGAL                 ;3305;WANNON                   ;Y;CAPE BRIDGEWATER         ;3305;
V;FED;TARRANYURK               ;3414;MALLEE                   ;N;                         ;    ;
V;FED;TARRAVILLE               ;3971;GIPPSLAND                ;N;                         ;    ;
V;FED;TARRAWARRA               ;3775;CASEY                    ;N;                         ;    ;
V;FED;TARRAWINGEE              ;3678;INDI                     ;N;                         ;    ;
V;FED;TARRAYOUKYAN             ;3315;MALLEE                   ;N;                         ;    ;
V;FED;TARRAYOUKYAN             ;3315;WANNON                   ;N;                         ;    ;
V;FED;TARRENGOWER              ;3463;BENDIGO                  ;N;                         ;    ;
V;FED;TARRENLEA                ;3315;WANNON                   ;N;                         ;    ;
V;FED;TARRINGTON               ;3301;WANNON                   ;N;                         ;    ;
V;FED;TARRONE                  ;3283;WANNON                   ;N;                         ;    ;
V;FED;TARWIN                   ;3956;MCMILLAN                 ;N;                         ;    ;
V;FED;TARWIN LOWER             ;3956;MCMILLAN                 ;N;                         ;    ;
V;FED;TATONG                   ;3673;INDI                     ;N;                         ;    ;
V;FED;TATURA                   ;3616;MURRAY                   ;N;                         ;    ;
V;FED;TATURA EAST              ;3616;MURRAY                   ;N;                         ;    ;
V;FED;TATYOON                  ;3378;WANNON                   ;N;                         ;    ;
V;FED;TATYOON EAST             ;3378;WANNON                   ;Y;TATYOON                  ;3378;
V;FED;TAWONGA                  ;3697;INDI                     ;N;                         ;    ;
V;FED;TAWONGA SOUTH            ;3698;INDI                     ;N;                         ;    ;
V;FED;TAYLOR BAY               ;3713;INDI                     ;N;                         ;    ;
V;FED;TAYLORS HILL             ;3037;GORTON                   ;N;                         ;    ;
V;FED;TAYLORS LAKES            ;3038;CALWELL                  ;N;                         ;    ;
V;FED;TEAL POINT               ;3579;MALLEE                   ;N;                         ;    ;
V;FED;TECOMA                   ;3160;LA TROBE                 ;N;                         ;    ;
V;FED;TEDDYWADDY               ;3527;MALLEE                   ;N;                         ;    ;
V;FED;TEDDYWADDY WEST          ;3527;MALLEE                   ;N;                         ;    ;
V;FED;TEESDALE                 ;3328;CORANGAMITE              ;N;                         ;    ;
V;FED;TELANGATUK EAST          ;3401;MALLEE                   ;N;                         ;    ;
V;FED;TELFORD                  ;3730;INDI                     ;N;                         ;    ;
V;FED;TELFORD                  ;3730;MURRAY                   ;N;                         ;    ;
V;FED;TELOPEA DOWNS            ;3420;MALLEE                   ;N;                         ;    ;
V;FED;TEMPLESTOWE              ;3106;MENZIES                  ;N;                         ;    ;
V;FED;TEMPLESTOWE LOWER        ;3107;MENZIES                  ;N;                         ;    ;
V;FED;TEMPY                    ;3489;MALLEE                   ;N;                         ;    ;
V;FED;TENBY POINT              ;3984;FLINDERS                 ;N;                         ;    ;
V;FED;TENNYSON                 ;3572;MURRAY                   ;N;                         ;    ;
V;FED;TERANG                   ;3264;WANNON                   ;N;                         ;    ;
V;FED;TERIP TERIP              ;3719;INDI                     ;N;                         ;    ;
V;FED;TERRAPPEE                ;3525;MALLEE                   ;N;                         ;    ;
V;FED;TERRAPPEE                ;3525;MURRAY                   ;N;                         ;    ;
V;FED;TERRICK TERRICK          ;3575;MURRAY                   ;N;                         ;    ;
V;FED;TERRICK TERRICK EAST     ;3573;MURRAY                   ;N;                         ;    ;
V;FED;TESBURY                  ;3260;WANNON                   ;N;                         ;    ;
V;FED;TETOORA ROAD             ;3821;MCMILLAN                 ;N;                         ;    ;
V;FED;THALIA                   ;3527;MALLEE                   ;N;                         ;    ;
V;FED;THALLOO                  ;3825;MCMILLAN                 ;N;                         ;    ;
V;FED;THE BASIN                ;3154;ASTON                    ;N;                         ;    ;
V;FED;THE BASIN                ;3154;LA TROBE                 ;N;                         ;    ;
V;FED;THE COVE                 ;3268;WANNON                   ;N;                         ;    ;
V;FED;THE GURDIES              ;3984;FLINDERS                 ;N;                         ;    ;
V;FED;THE HEART                ;3851;GIPPSLAND                ;N;                         ;    ;
V;FED;THE HONEYSUCKLES         ;3851;GIPPSLAND                ;N;                         ;    ;
V;FED;THE PATCH                ;3792;CASEY                    ;N;                         ;    ;
V;FED;THE SISTERS              ;3265;WANNON                   ;N;                         ;    ;
V;FED;THOLOGOLONG              ;3691;INDI                     ;N;                         ;    ;
V;FED;THOMASTOWN               ;3074;BATMAN                   ;N;                         ;    ;
V;FED;THOMASTOWN               ;3074;SCULLIN                  ;N;                         ;    ;
V;FED;THOMSON                  ;3219;CORIO                    ;N;                         ;    ;
V;FED;THOMSON                  ;3825;MCMILLAN                 ;N;                         ;    ;
V;FED;THOONA                   ;3726;INDI                     ;N;                         ;    ;
